donor_id,name,email,region_preference,sector_preference,behaviour_type,preferred_target,budget_cap
DNR3791,Anthony Burch,taylorgomez@example.org,West Africa,Health,selective,,
DNR3792,Tiffany Garcia,ibrady@example.net,North Africa,Education,active,,
DNR3793,Allison Welch,tiffany87@example.org,North Africa,Education,active,,
DNR3794,Mrs. Brittany West,kyleriley@example.com,North Africa,Infrastructure,passive,,
DNR3795,Jason Robinson,lsanchez@example.com,West Africa,Infrastructure,selective,,
DNR3796,Elizabeth Knight,brianwhite@example.com,Southern Africa,Entrepreneurship,passive,,
DNR3797,Jack Hamilton,qrobinson@example.org,Southern Africa,Entrepreneurship,active,,
DNR3798,Tammy Lozano,karen35@example.net,East Africa,Agriculture,active,,
DNR3799,Seth Bruce,morganian@example.com,East Africa,Entrepreneurship,selective,,
DNR3800,Chase Hamilton,christopherpittman@example.com,Southern Africa,Entrepreneurship,active,,
DNR3801,Heather Simmons,jaime56@example.com,North Africa,Infrastructure,passive,,
DNR3802,Phillip Mcdonald,carriemitchell@example.net,Southern Africa,Education,passive,,
DNR3803,Brian Foster,maria50@example.org,North Africa,Health,passive,,
DNR3804,Alexander Key,kathleenanderson@example.org,East Africa,Education,active,,
DNR3805,Matthew Oliver,youngamanda@example.net,West Africa,Agriculture,active,,
DNR3806,Katie Smith,jacqueline75@example.org,East Africa,Health,active,,
DNR3807,Dawn Bates,ucampbell@example.net,Southern Africa,Health,passive,,
DNR3808,William Solis,michele32@example.net,North Africa,Entrepreneurship,passive,,
DNR3809,Samuel Dennis Jr.,brandonshelton@example.com,Southern Africa,Entrepreneurship,selective,,
DNR3810,Andrea Fernandez,brownkimberly@example.net,Southern Africa,Health,selective,,
DNR3811,Kelly Johnson,henryhayes@example.net,Southern Africa,Agriculture,selective,,
DNR3812,William Reed,omason@example.net,North Africa,Entrepreneurship,active,,
DNR3813,Patty Alvarez,williamsapril@example.com,Southern Africa,Entrepreneurship,active,,
DNR3814,Spencer Cooper,tiffanyfoley@example.org,Southern Africa,Entrepreneurship,active,,
DNR3815,Amanda Davis,morganjeanne@example.com,East Africa,Health,active,,
DNR3816,Robert Edwards,martinphilip@example.org,West Africa,Education,passive,,
DNR3817,Mrs. Mary Johnson,xpeters@example.com,Southern Africa,Entrepreneurship,passive,,
DNR3818,Melanie Stuart,richardhaynes@example.org,North Africa,Agriculture,active,,
DNR3819,Monica Riggs,rodriguezjodi@example.net,Southern Africa,Entrepreneurship,active,,
DNR3820,Jennifer Malone,debraellis@example.org,North Africa,Education,passive,,
DNR3821,Gloria Peck,michelleayers@example.com,East Africa,Education,passive,,
DNR3822,Katie Romero,ujames@example.net,East Africa,Education,passive,,
DNR3823,Tonya Vaughn,fmurray@example.com,West Africa,Agriculture,passive,,
DNR3824,Brenda Camacho,stephanie20@example.org,West Africa,Education,active,,
DNR3825,Steve Morrow,carpentershannon@example.net,North Africa,Infrastructure,active,,
DNR3826,Dr. Katrina Crawford,jonathan51@example.org,Southern Africa,Agriculture,active,,
DNR3827,Susan Neal,anthony36@example.com,West Africa,Education,active,,
DNR3828,Kara Perry,smithjoshua@example.org,North Africa,Infrastructure,active,,
DNR3829,Jose Bennett,fjohnson@example.com,Southern Africa,Agriculture,selective,,
DNR3830,Keith Miller,ramirezheather@example.org,Southern Africa,Entrepreneurship,passive,,
DNR3831,Bruce Barnes,lreynolds@example.net,East Africa,Education,selective,,
DNR3832,Brenda Hunt,danielwright@example.com,Southern Africa,Education,selective,,
DNR3833,Michael Cole,moorealison@example.com,North Africa,Infrastructure,active,,
DNR3834,Robert Hansen,sara80@example.org,Southern Africa,Health,active,,
DNR3835,Tracy Pace,ijones@example.com,North Africa,Agriculture,passive,,
DNR3836,Samantha Morgan,snydersean@example.org,Southern Africa,Infrastructure,active,,
DNR3837,Elizabeth Jones,wthompson@example.com,Southern Africa,Infrastructure,passive,,
DNR3838,Megan Rivers,codyrogers@example.com,East Africa,Infrastructure,passive,,
DNR3839,Anthony Bush,gail94@example.net,West Africa,Education,active,,
DNR3840,Tom Wright III,paige98@example.net,East Africa,Health,active,,
DNR3841,Peter Delgado,mgarcia@example.net,Southern Africa,Health,selective,,
DNR3842,Steven Wilkins,karenvargas@example.org,Southern Africa,Entrepreneurship,selective,,
DNR3843,Anita Cox,riveraheather@example.com,Southern Africa,Health,active,,
DNR3844,Michael Monroe,wcrawford@example.org,North Africa,Infrastructure,passive,,
DNR3845,Tyler King,stewartkevin@example.org,Southern Africa,Agriculture,active,,
DNR3846,Kathryn Jordan,morrisonjacob@example.net,West Africa,Infrastructure,selective,,
DNR3847,William Henderson,jessicaking@example.com,North Africa,Infrastructure,passive,,
DNR3848,Brian Nelson,wilkinsonsheila@example.org,West Africa,Health,passive,,
DNR3849,David Lewis,wattsbrian@example.net,East Africa,Education,selective,,
DNR3850,Vincent Dillon,kimherring@example.com,East Africa,Health,active,,
DNR3851,Dale Chen,ashleymontgomery@example.net,West Africa,Health,active,,
DNR3852,Jeffrey Davila,douglassean@example.com,West Africa,Agriculture,passive,,
DNR3853,Matthew Jones,oconnorandrew@example.com,Southern Africa,Education,active,,
DNR3854,Justin Richardson,hannahreeves@example.net,West Africa,Agriculture,selective,,
DNR3855,April Mccarty,william17@example.net,Southern Africa,Education,selective,,
DNR3856,Hannah Coleman,estark@example.com,Southern Africa,Entrepreneurship,passive,,
DNR3857,Aaron Gibson,drichmond@example.net,North Africa,Infrastructure,selective,,
DNR3858,Omar Walton,jonathan60@example.org,West Africa,Health,passive,,
DNR3859,Kathleen Thomas,davidporter@example.org,East Africa,Agriculture,passive,,
DNR3860,Isabella Colon,brenda72@example.com,North Africa,Health,passive,,
DNR3861,Gina Taylor,rachelreid@example.org,East Africa,Entrepreneurship,active,,
DNR3862,Amber Beasley,donna14@example.net,West Africa,Agriculture,passive,,
DNR3863,Kathy Turner,kevin76@example.com,Southern Africa,Health,passive,,
DNR3864,William Sanchez,elizabeth23@example.org,West Africa,Entrepreneurship,selective,,
DNR3865,Richard Jackson,brittanyalexander@example.com,West Africa,Health,selective,,
DNR3866,Erin Soto,rosedonna@example.com,East Africa,Health,passive,,
DNR3867,Beverly Taylor,pamela30@example.com,West Africa,Education,active,,
DNR3868,Raymond Watson,dyernancy@example.org,East Africa,Agriculture,active,,
DNR3869,Justin Burgess Jr.,crystal08@example.com,East Africa,Agriculture,selective,,
DNR3870,Gregory Martinez,hendersonstephanie@example.org,East Africa,Education,passive,,
DNR3871,Dawn Hernandez,brandonbarron@example.org,North Africa,Agriculture,passive,,
DNR3872,Timothy Holt,wgordon@example.com,East Africa,Entrepreneurship,passive,,
DNR3873,Jennifer Richard,ryanmendoza@example.net,East Africa,Education,passive,,
DNR3874,Ashley Scott,harry81@example.net,East Africa,Education,selective,,
DNR3875,Joshua Weaver,ybrown@example.net,Southern Africa,Infrastructure,passive,,
DNR3876,Joel Haynes,jeffreyrobinson@example.com,North Africa,Agriculture,active,,
DNR3877,Kelsey Roberts,garychapman@example.com,Southern Africa,Entrepreneurship,active,,
DNR3878,Kimberly Henderson,steven73@example.net,East Africa,Health,selective,,
DNR3879,Erica Durham,brownjulie@example.org,North Africa,Education,active,,
DNR3880,Dr. Heidi Williams,mgarcia@example.org,East Africa,Infrastructure,passive,,
DNR3881,Carrie Velazquez,lrandall@example.net,Southern Africa,Education,passive,,
DNR3882,Matthew Brown,wendy86@example.com,Southern Africa,Health,active,,
DNR3883,Crystal West,llamb@example.net,East Africa,Agriculture,passive,,
DNR3884,Chris Salazar,wilsonjake@example.com,Southern Africa,Health,selective,,
DNR3885,Dr. Daniel Griffin Jr.,wrightkyle@example.net,East Africa,Infrastructure,passive,,
DNR3886,Vincent Smith,riley87@example.org,Southern Africa,Agriculture,active,,
DNR3887,Eric Salazar,zsantiago@example.net,West Africa,Agriculture,active,,
DNR3888,Ryan Olson,sarah27@example.net,Southern Africa,Health,passive,,
DNR3889,Joseph Lopez,daniel91@example.org,North Africa,Agriculture,passive,,
DNR3890,James Kaiser,wsmith@example.net,West Africa,Education,selective,,
DNR3891,Mrs. Lauren Dunn,katie76@example.net,Southern Africa,Education,active,,
DNR3892,Nancy Harris,fbrooks@example.com,East Africa,Health,active,,
DNR3893,Brittany Palmer,rosezachary@example.org,North Africa,Entrepreneurship,active,,
DNR3894,David Davidson,adam58@example.net,North Africa,Infrastructure,active,,
DNR3895,Melanie White,deanlarry@example.org,East Africa,Agriculture,active,,
DNR3896,Gloria Lee,kimberly23@example.org,Southern Africa,Infrastructure,active,,
DNR3897,Rhonda Hernandez,tracy36@example.org,Southern Africa,Health,selective,,
DNR3898,Cheyenne Martinez,charlenerusso@example.org,East Africa,Entrepreneurship,passive,,
DNR3899,John Hull,bishopjason@example.net,North Africa,Agriculture,selective,,
DNR3900,Eric Scott,guerrajerome@example.com,North Africa,Entrepreneurship,passive,,
DNR3901,Ryan Brown,stephaniegarza@example.org,East Africa,Agriculture,selective,,
DNR3902,James Martin,david46@example.com,East Africa,Entrepreneurship,active,,
DNR3903,Michele Lester,copelandamanda@example.com,East Africa,Agriculture,active,,
DNR3904,Adrian Wood,justin05@example.org,West Africa,Health,passive,,
DNR3905,Julie Vaughn,bandrews@example.com,East Africa,Agriculture,active,,
DNR3906,Kathryn Brown,dwayne43@example.org,East Africa,Infrastructure,passive,,
DNR3907,Donna Smith,david06@example.com,East Africa,Education,selective,,
DNR3908,Sean Alvarado,wagnerheather@example.net,Southern Africa,Agriculture,passive,,
DNR3909,Jessica Haley,hernandezvictoria@example.com,East Africa,Education,active,,
DNR3910,Sharon Robinson,qshields@example.com,East Africa,Education,active,,
DNR3911,Jesse Jensen,aaronsimmons@example.org,Southern Africa,Health,active,,
DNR3912,William Moyer,andrew41@example.org,Southern Africa,Health,active,,
DNR3913,Jamie Smith,lopezdustin@example.org,North Africa,Education,selective,,
DNR3914,Christopher Long,hchavez@example.org,North Africa,Infrastructure,active,,
DNR3915,Marcus Atkins,joannejohnson@example.org,West Africa,Infrastructure,passive,,
DNR3916,Ruben Gardner,ljacobs@example.org,East Africa,Infrastructure,active,,
DNR3917,Mr. Brett Brandt,alisonwilson@example.com,Southern Africa,Infrastructure,active,,
DNR3918,William Ibarra,christopher64@example.com,West Africa,Agriculture,active,,
DNR3919,Tara Becker,max81@example.com,West Africa,Education,selective,,
DNR3920,Felicia Gentry,sarah76@example.org,East Africa,Education,passive,,
DNR3921,Brandon Jones,howard84@example.net,Southern Africa,Entrepreneurship,selective,,
DNR3922,Ms. Evelyn Ortiz,ryan85@example.org,North Africa,Health,active,,
DNR3923,Christina Caldwell,uroberts@example.com,East Africa,Infrastructure,passive,,
DNR3924,Dalton Brown,meagan17@example.net,East Africa,Agriculture,active,,
DNR3925,Amber Johnson,monica85@example.com,Southern Africa,Infrastructure,active,,
DNR3926,Lisa Herrera,tanner69@example.net,North Africa,Education,passive,,
DNR3927,Martha Thomas,jgross@example.net,North Africa,Infrastructure,passive,,
DNR3928,Amber Cardenas,jackierandall@example.com,North Africa,Education,passive,,
DNR3929,Jimmy Jenkins,ulopez@example.com,West Africa,Infrastructure,selective,,
DNR3930,Lance Mathews,ray77@example.org,Southern Africa,Health,active,,
DNR3931,Mark Christian MD,lgarza@example.net,North Africa,Health,passive,,
DNR3932,George Shaw,vmendoza@example.com,East Africa,Entrepreneurship,active,,
DNR3933,Bethany Harris,rjohnston@example.net,North Africa,Health,active,,
DNR3934,Wayne Garner,terrisullivan@example.com,North Africa,Infrastructure,active,,
DNR3935,Anna Diaz,dlewis@example.org,Southern Africa,Infrastructure,passive,,
DNR3936,Timothy Michael,jennifer59@example.net,West Africa,Entrepreneurship,selective,,
DNR3937,Jessica Young,cindyschneider@example.org,North Africa,Entrepreneurship,passive,,
DNR3938,David Martin,stanleysusan@example.net,North Africa,Agriculture,selective,,
DNR3939,Katherine Herrera,jerryhill@example.org,Southern Africa,Health,active,,
DNR3940,Michael Jones,christopher77@example.org,North Africa,Entrepreneurship,active,,
DNR3941,Thomas Adkins,kellymolly@example.org,West Africa,Education,passive,,
DNR3942,Tony Gutierrez,nburch@example.net,Southern Africa,Education,active,,
DNR3943,Austin Sanchez,tjohnson@example.org,North Africa,Infrastructure,passive,,
DNR3944,Amy Mitchell,andrewdiaz@example.com,Southern Africa,Health,passive,,
DNR3945,Tyler Ortega,ricardo78@example.org,North Africa,Infrastructure,passive,,
DNR3946,Jeffrey Clark,evansjoe@example.com,Southern Africa,Agriculture,active,,
DNR3947,Patrick Rodriguez,denisekaiser@example.net,Southern Africa,Health,active,,
DNR3948,Mrs. Kimberly Alexander,hrichards@example.org,East Africa,Agriculture,passive,,
DNR3949,James Whitaker,amanda11@example.net,West Africa,Infrastructure,passive,,
DNR3950,Lori Schmidt,fcruz@example.com,West Africa,Entrepreneurship,passive,,
DNR3951,Melissa Robertson,ryan76@example.net,West Africa,Entrepreneurship,active,,
DNR3952,Gina Barnes,kellymoore@example.net,East Africa,Education,passive,,
DNR3953,Penny Griffin,palmerapril@example.net,West Africa,Education,active,,
DNR3954,Chad Hughes,george66@example.com,North Africa,Infrastructure,selective,,
DNR3955,Brian Smith,davidlevy@example.net,Southern Africa,Infrastructure,active,,
DNR3956,Collin Wu,colleenwood@example.com,East Africa,Entrepreneurship,active,,
DNR3957,Jacqueline Silva,julie13@example.org,West Africa,Health,passive,,
DNR3958,Micheal Barker,aprilking@example.org,West Africa,Education,active,,
DNR3959,James Rodriguez,christina42@example.net,West Africa,Infrastructure,active,,
DNR3960,Angela Brown,warmstrong@example.com,West Africa,Agriculture,selective,,
DNR3961,Wanda Clark,robinsonmatthew@example.org,Southern Africa,Infrastructure,active,,
DNR3962,Melvin Edwards,ohess@example.com,East Africa,Agriculture,active,,
DNR3963,Deanna Thompson,natasha16@example.org,West Africa,Infrastructure,selective,,
DNR3964,Ronald Mahoney,tsalas@example.org,East Africa,Entrepreneurship,passive,,
DNR3965,Kara Thomas,martinnicholas@example.com,Southern Africa,Entrepreneurship,active,,
DNR3966,Kathryn Hall,mario64@example.com,East Africa,Health,passive,,
DNR3967,Judith Finley,ashleycruz@example.com,North Africa,Education,active,,
DNR3968,Mary Flynn,michele55@example.net,North Africa,Agriculture,active,,
DNR3969,Brent Hines,mike66@example.net,East Africa,Agriculture,active,,
DNR3970,Theresa Smith,leslie27@example.net,West Africa,Entrepreneurship,passive,,
DNR3971,Ray Ruiz,josephgraham@example.org,East Africa,Agriculture,passive,,
DNR3972,Sarah Guerra,jasonmoss@example.com,North Africa,Education,passive,,
DNR3973,Kevin Bell,gregory76@example.net,North Africa,Education,passive,,
DNR3974,Antonio Thomas,amyschmidt@example.org,North Africa,Entrepreneurship,active,,
DNR3975,Edgar Grimes,gutierrezdonald@example.com,Southern Africa,Health,passive,,
DNR3976,Amber Gay,kwilliams@example.org,West Africa,Agriculture,passive,,
DNR3977,Natalie Johnson,jacoballen@example.com,Southern Africa,Entrepreneurship,selective,,
DNR3978,Karen Kennedy,copelandvictoria@example.com,North Africa,Entrepreneurship,passive,,
DNR3979,Charles Hebert,lindsay48@example.net,North Africa,Infrastructure,selective,,
DNR3980,Robert Powell,beckymoore@example.org,West Africa,Agriculture,passive,,
DNR3981,Lori Bond,dlee@example.net,Southern Africa,Infrastructure,passive,,
DNR3982,Jessica Ross,johnsonscott@example.net,North Africa,Education,active,,
DNR3983,Nicholas Murphy,robertsbrandon@example.org,East Africa,Infrastructure,passive,,
DNR3984,Lisa Williams,tammy57@example.net,West Africa,Entrepreneurship,selective,,
DNR3985,Luis Martin,hansonmitchell@example.com,North Africa,Entrepreneurship,selective,,
DNR3986,Gary Garza,kristenburton@example.net,West Africa,Education,active,,
DNR3987,Mrs. Rachel Potter,markthomas@example.net,Southern Africa,Agriculture,passive,,
DNR3988,John Johnson,ufigueroa@example.org,Southern Africa,Infrastructure,active,,
DNR3989,Duane Reynolds,tonywilson@example.net,West Africa,Education,active,,
DNR3990,John Peterson,henrybrandon@example.com,East Africa,Entrepreneurship,passive,,
DNR3991,Christine Jackson,angelaspencer@example.org,North Africa,Infrastructure,selective,,
DNR3992,Amy Little,carpenterjason@example.org,West Africa,Agriculture,active,,
DNR3993,Chad Smith,janet78@example.com,North Africa,Education,passive,,
DNR3994,Bridget Mendoza,roy17@example.net,East Africa,Infrastructure,active,,
DNR3995,Adam Weaver,lucasalyssa@example.org,West Africa,Health,passive,,
DNR3996,Christopher Johnson,samuelhayes@example.com,East Africa,Health,active,,
DNR3997,Jeanette Jackson,elijah12@example.com,East Africa,Education,active,,
DNR3998,Vincent Clark,mpittman@example.com,North Africa,Entrepreneurship,active,,
DNR3999,Melissa Osborne,austinalvarez@example.com,East Africa,Infrastructure,selective,,
DNR4000,Daniel Perry,carrbrianna@example.com,Southern Africa,Agriculture,active,,
DNR4001,Mrs. Paula Shepherd,johnsavage@example.org,West Africa,Agriculture,active,,
DNR4002,Jane Collins,michael48@example.com,North Africa,Education,selective,,
DNR4003,Kimberly Scott,smithcynthia@example.net,North Africa,Infrastructure,passive,,
DNR4004,Amanda Robinson,stephanie33@example.org,North Africa,Education,selective,,
DNR4005,Alexander Tucker,jenniferfoley@example.org,East Africa,Infrastructure,passive,,
DNR4006,Joshua Grant,myersdawn@example.com,Southern Africa,Infrastructure,active,,
DNR4007,Anthony Taylor,vduncan@example.com,West Africa,Infrastructure,active,,
DNR4008,Glen Lambert,ele@example.org,North Africa,Infrastructure,active,,
DNR4009,Jack Reeves,xbrown@example.net,West Africa,Entrepreneurship,passive,,
DNR4010,Michelle Rodriguez,porterrebekah@example.net,West Africa,Entrepreneurship,active,,
DNR4011,Mary Cline,xsmith@example.org,North Africa,Health,passive,,
DNR4012,Michael Davis,monica83@example.com,East Africa,Education,active,,
DNR4013,Jennifer Proctor,osbornezachary@example.net,North Africa,Health,selective,,
DNR4014,James Williams,edwin20@example.org,West Africa,Entrepreneurship,selective,,
DNR4015,Samuel Jenkins,psantana@example.com,North Africa,Entrepreneurship,active,,
DNR4016,Brian Stanley,smithsusan@example.net,East Africa,Education,active,,
DNR4017,Allison Bell,tinajackson@example.org,East Africa,Education,active,,
DNR4018,Adam Castillo,freemanyesenia@example.net,East Africa,Agriculture,passive,,
DNR4019,Heather Sharp,melissa41@example.com,West Africa,Health,passive,,
DNR4020,Sharon Olson,dgrant@example.org,North Africa,Infrastructure,passive,,
DNR4021,Larry Murillo,holdercheryl@example.net,North Africa,Education,active,,
DNR4022,Pamela Juarez,johnsoncynthia@example.com,North Africa,Entrepreneurship,active,,
DNR4023,Gregory Stevens,williammendoza@example.com,Southern Africa,Education,passive,,
DNR4024,Laura Hansen,beardnicole@example.com,West Africa,Health,active,,
DNR4025,Gabriel Parker,william95@example.com,North Africa,Entrepreneurship,selective,,
DNR4026,Brian Bonilla,tdavis@example.com,North Africa,Health,active,,
DNR4027,Brandon Williams,sandovaljessica@example.org,Southern Africa,Entrepreneurship,passive,,
DNR4028,Nicole Contreras,rhondasanchez@example.org,West Africa,Infrastructure,active,,
DNR4029,Nathaniel Cooper,murphyclaudia@example.net,West Africa,Agriculture,selective,,
DNR4030,Kenneth Aguilar,halejorge@example.com,West Africa,Agriculture,passive,,
DNR4031,David Flores,roblesmichael@example.org,North Africa,Infrastructure,active,,
DNR4032,Christina Wu,gzimmerman@example.net,West Africa,Education,selective,,
DNR4033,Kelly Vega,timothyhunter@example.net,West Africa,Education,passive,,
DNR4034,Angela Costa,mwebster@example.org,Southern Africa,Education,selective,,
DNR4035,Nancy Richardson,xkemp@example.com,North Africa,Education,passive,,
DNR4036,Gina Franklin,hernandezrobert@example.com,Southern Africa,Health,active,,
DNR4037,Kimberly Carey,schneiderpeter@example.org,North Africa,Education,active,,
DNR4038,Sean Crane,collinsbrianna@example.net,Southern Africa,Agriculture,active,,
DNR4039,Nancy Vargas DVM,david92@example.com,Southern Africa,Infrastructure,active,,
DNR4040,Andrew Howard,scottmiller@example.com,Southern Africa,Entrepreneurship,passive,,
DNR4041,Derek Webster,walterking@example.com,East Africa,Education,active,,
DNR4042,Kristen Duffy,charris@example.net,West Africa,Education,selective,,
DNR4043,Victoria Miller,silvapamela@example.com,Southern Africa,Agriculture,passive,,
DNR4044,Judith Adams,danielswhitney@example.org,East Africa,Entrepreneurship,active,,
DNR4045,Shannon Olson,adkinsryan@example.com,North Africa,Infrastructure,active,,
DNR4046,Stephen Green V,jessicaellison@example.com,East Africa,Education,passive,,
DNR4047,Dr. Shelby Payne DDS,cglenn@example.com,Southern Africa,Infrastructure,passive,,
DNR4048,Paul Perkins,angela47@example.com,East Africa,Health,selective,,
DNR4049,Pamela Mcdaniel,iburnett@example.org,Southern Africa,Education,active,,
DNR4050,Kim Franklin,mpineda@example.com,Southern Africa,Agriculture,active,,
DNR4051,Jeffrey Ford,brian40@example.com,North Africa,Infrastructure,active,,
DNR4052,Mr. Ryan Thompson V,yclark@example.net,East Africa,Agriculture,active,,
DNR4053,Steven Strickland,ryanamber@example.org,Southern Africa,Entrepreneurship,passive,,
DNR4054,William Hayes,thomasalex@example.net,North Africa,Education,selective,,
DNR4055,Michele Oconnor,kellyangela@example.com,North Africa,Education,active,,
DNR4056,Tara Hall,teresa66@example.com,North Africa,Health,active,,
DNR4057,Ryan Johnson,dustincarrillo@example.com,West Africa,Agriculture,passive,,
DNR4058,Christopher Molina,williamkennedy@example.org,East Africa,Education,passive,,
DNR4059,Susan Joseph,phillipabbott@example.org,West Africa,Education,passive,,
DNR4060,Catherine Reed,jordanjennifer@example.org,North Africa,Entrepreneurship,selective,,
DNR4061,Sharon Randall,gillterri@example.com,West Africa,Entrepreneurship,selective,,
DNR4062,Mark Allen,ewilliams@example.org,East Africa,Agriculture,active,,
DNR4063,Vicki Reed,lchristensen@example.com,North Africa,Health,selective,,
DNR4064,Jeffrey Davis,matthewwilson@example.net,West Africa,Agriculture,active,,
DNR4065,Nicholas Thompson,wendy99@example.net,West Africa,Health,active,,
DNR4066,Matthew Duke,rsandoval@example.com,East Africa,Education,passive,,
DNR4067,Gloria Martin,ashley66@example.com,East Africa,Education,passive,,
DNR4068,Nicholas Shaffer,zclark@example.org,North Africa,Education,passive,,
DNR4069,Robyn Rivers,jenningsjeffrey@example.org,Southern Africa,Entrepreneurship,passive,,
DNR4070,Christine Cuevas,smithtyler@example.net,East Africa,Health,selective,,
DNR4071,Taylor Gallagher,angela26@example.org,East Africa,Entrepreneurship,passive,,
DNR4072,Bobby Mccoy,tyler52@example.com,East Africa,Education,passive,,
DNR4073,Dorothy Bishop,collinsarthur@example.com,North Africa,Infrastructure,passive,,
DNR4074,Ryan Sexton,ylopez@example.org,West Africa,Agriculture,active,,
DNR4075,Ryan Rosales,kleinsteven@example.org,West Africa,Education,active,,
DNR4076,Brian Cisneros,mariahcopeland@example.org,North Africa,Health,active,,
DNR4077,Shannon Cook,kristinrodriguez@example.com,West Africa,Entrepreneurship,active,,
DNR4078,Jessica Smith,leeheather@example.com,North Africa,Agriculture,active,,
DNR4079,Randy Martinez,lopezjulia@example.com,North Africa,Health,active,,
DNR4080,Linda Miller,josephingram@example.com,North Africa,Education,active,,
DNR4081,Sharon Hanson,chasedebbie@example.org,North Africa,Health,passive,,
DNR4082,Melissa Sandoval,courtney73@example.net,North Africa,Entrepreneurship,passive,,
DNR4083,Nancy Martin,kathyberry@example.com,East Africa,Agriculture,active,,
DNR4084,Sean Hunter,cherylhanson@example.net,Southern Africa,Agriculture,passive,,
DNR4085,Brandon Herrera,dawn58@example.org,East Africa,Agriculture,passive,,
DNR4086,Keith Rogers,erinpeterson@example.com,Southern Africa,Infrastructure,passive,,
DNR4087,Jennifer Foster,goodmancharles@example.net,East Africa,Infrastructure,passive,,
DNR4088,Joshua Ramos,ebridges@example.net,North Africa,Infrastructure,passive,,
DNR4089,Kevin Shea,michael90@example.com,West Africa,Infrastructure,active,,
DNR4090,Belinda Shaffer,sharprichard@example.net,West Africa,Infrastructure,passive,,
DNR4091,Joanne Mitchell,michellegibbs@example.net,East Africa,Education,active,,
DNR4092,Zachary Best,annemorris@example.org,East Africa,Education,passive,,
DNR4093,Laura Flynn,grant85@example.org,Southern Africa,Agriculture,active,,
DNR4094,Rebekah Preston,baileychristopher@example.net,North Africa,Health,active,,
DNR4095,Paul Collins,brian22@example.com,East Africa,Entrepreneurship,active,,
DNR4096,Michael Berger,nroy@example.org,Southern Africa,Education,passive,,
DNR4097,Sherri Hoover,stephen71@example.net,North Africa,Education,selective,,
DNR4098,Ashley Brady,phillipgarcia@example.org,East Africa,Agriculture,selective,,
DNR4099,Mary Diaz,mikayla29@example.com,North Africa,Entrepreneurship,active,,
DNR4100,Joshua Sanchez,slarsen@example.org,Southern Africa,Education,selective,,
DNR4101,Michael Henderson,barnettkatie@example.net,North Africa,Agriculture,passive,,
DNR4102,Catherine Estrada,asmith@example.net,Southern Africa,Agriculture,active,,
DNR4103,Phillip Taylor,tadkins@example.org,Southern Africa,Infrastructure,passive,,
DNR4104,Fred Lang,christinefernandez@example.org,North Africa,Infrastructure,passive,,
DNR4105,Steven Becker,richardsstephanie@example.com,North Africa,Health,selective,,
DNR4106,Angela Reid,julia51@example.com,Southern Africa,Education,selective,,
DNR4107,Gary Torres,denniskirk@example.com,Southern Africa,Health,selective,,
DNR4108,Valerie Melton,davidalvarez@example.net,East Africa,Education,active,,
DNR4109,Ana Dickerson,avilaheather@example.net,Southern Africa,Agriculture,selective,,
DNR4110,Willie Reyes,vhernandez@example.com,West Africa,Agriculture,active,,
DNR4111,Jasmin Mason,melissabishop@example.org,North Africa,Agriculture,active,,
DNR4112,Stephanie White,ortegatamara@example.com,East Africa,Education,active,,
DNR4113,Noah Sullivan,iscott@example.net,North Africa,Agriculture,passive,,
DNR4114,Melissa Martin,carl00@example.com,East Africa,Education,passive,,
DNR4115,Christine Rose,iwilliams@example.org,North Africa,Entrepreneurship,active,,
DNR4116,Bailey Cline,usmith@example.com,West Africa,Infrastructure,active,,
DNR4117,Erika Heath,duncanmonica@example.net,North Africa,Education,passive,,
DNR4118,Kevin Pierce,johnsonbeverly@example.net,North Africa,Health,passive,,
DNR4119,Adam Patton,russellheather@example.com,Southern Africa,Agriculture,active,,
DNR4120,Valerie Jordan,cpotter@example.com,North Africa,Agriculture,passive,,
DNR4121,Regina James,fproctor@example.org,East Africa,Health,passive,,
DNR4122,Alexander Sims,rachael96@example.com,North Africa,Education,selective,,
DNR4123,Ethan Martin,alexander22@example.org,Southern Africa,Entrepreneurship,passive,,
DNR4124,Mr. Casey Hawkins,qramos@example.com,West Africa,Infrastructure,passive,,
DNR4125,Amy Lee,lopezsara@example.com,Southern Africa,Entrepreneurship,active,,
DNR4126,Leon Miller,brenda03@example.com,Southern Africa,Health,passive,,
DNR4127,Bryan Gonzales,njohnson@example.com,West Africa,Agriculture,selective,,
DNR4128,Amy Williams,jose75@example.com,Southern Africa,Infrastructure,active,,
DNR4129,Amanda Roth,jcasey@example.org,East Africa,Education,passive,,
DNR4130,Terry Smith,sarahwilliams@example.net,East Africa,Infrastructure,passive,,
DNR4131,Tina Johnson,jennifer93@example.org,East Africa,Agriculture,passive,,
DNR4132,Richard Sanchez,brandon34@example.net,West Africa,Education,passive,,
DNR4133,Mary Davis,nicole90@example.org,North Africa,Infrastructure,passive,,
DNR4134,Christopher Black,williamalvarez@example.com,North Africa,Health,selective,,
DNR4135,Julia Lee,maydiana@example.org,West Africa,Entrepreneurship,passive,,
DNR4136,Adam White,zdillon@example.net,North Africa,Health,selective,,
DNR4137,Megan Hendricks,jacqueline28@example.net,Southern Africa,Entrepreneurship,active,,
DNR4138,Joseph Randolph,isaac08@example.org,Southern Africa,Health,active,,
DNR4139,Cameron Wilson,dukechristopher@example.com,West Africa,Entrepreneurship,active,,
DNR4140,Justin Powell,tiffany45@example.org,East Africa,Entrepreneurship,selective,,
